2025-08-09 12:33:49 | INFO | src.strategies.rsi_ma_strategy:__init__:88 | RSI MA Crossover Strategy initialized with $100,000.00 capital
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:_initialize_components:96 | Initializing ML model...
2025-08-09 12:33:49 | INFO | src.ml.predictive_model:__init__:238 | Initialized random_forest model
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:_initialize_components:100 | Initializing Google Sheets logger...
2025-08-09 12:33:49 | ERROR | src.utils.sheets_logger:_initialize_connection:103 | Failed to connect to Google Sheets: [Errno 2] No such file or directory: 'path/to/your/credentials.json'
2025-08-09 12:33:49 | INFO | src.utils.sheets_logger:__init__:74 | Google Sheets logger initialized successfully
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:_initialize_components:108 | Initializing Telegram bot...
2025-08-09 12:33:49 | SUCCESS | src.utils.telegram_alerts:__init__:51 | Telegram bot initialized successfully
2025-08-09 12:33:49 | SUCCESS | src.automation.trading_engine:_initialize_components:115 | All components initialized successfully
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:__init__:62 | Trading Engine initialized successfully
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:run_single_scan:633 | Running single market scan...
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:scan_and_analyze:233 | Starting market scan and analysis...
2025-08-09 12:33:49 | INFO | src.automation.trading_engine:scan_and_analyze:247 | Fetching market data...
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing RELIANCE.BSE...
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading RELIANCE.BSE daily data from cache
2025-08-09 12:33:49 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed RELIANCE.BSE
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing TCS.BSE...
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading TCS.BSE daily data from cache
2025-08-09 12:33:49 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed TCS.BSE
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing INFY.BSE...
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading INFY.BSE daily data from cache
2025-08-09 12:33:49 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed INFY.BSE
2025-08-09 12:33:49 | INFO | src.data.data_fetcher:get_multiple_stocks_data:251 | Successfully fetched data for 3 out of 3 stocks
2025-08-09 12:33:49 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:33:49 | WARNING | src.utils.sheets_logger:log_signal:225 | Cannot log signal - Google Sheets not configured
2025-08-09 12:33:50 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for RELIANCE.BSE (Strength: STRONG)
2025-08-09 12:33:50 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:33:50 | WARNING | src.utils.sheets_logger:log_signal:225 | Cannot log signal - Google Sheets not configured
2025-08-09 12:33:51 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for TCS.BSE (Strength: MODERATE)
2025-08-09 12:33:51 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:33:51 | WARNING | src.utils.sheets_logger:log_signal:225 | Cannot log signal - Google Sheets not configured
2025-08-09 12:33:51 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for INFY.BSE (Strength: STRONG)
2025-08-09 12:33:51 | SUCCESS | src.automation.trading_engine:scan_and_analyze:313 | Market scan completed. Scanned 3 symbols, generated 3 signals
2025-08-09 12:34:49 | SUCCESS | src.automation.trading_engine:_setup_logging:79 | Logging system configured
2025-08-09 12:34:49 | INFO | src.automation.trading_engine:_initialize_components:85 | Initializing data fetcher...
2025-08-09 12:34:49 | INFO | src.data.data_fetcher:__init__:42 | DataFetcher initialized successfully
2025-08-09 12:34:49 | INFO | src.automation.trading_engine:_initialize_components:89 | Initializing trading strategy...
2025-08-09 12:34:49 | INFO | src.strategies.rsi_ma_strategy:__init__:88 | RSI MA Crossover Strategy initialized with $100,000.00 capital
2025-08-09 12:34:49 | INFO | src.automation.trading_engine:_initialize_components:96 | Initializing ML model...
2025-08-09 12:34:49 | INFO | src.ml.predictive_model:__init__:238 | Initialized random_forest model
2025-08-09 12:34:49 | INFO | src.automation.trading_engine:_initialize_components:100 | Initializing Google Sheets logger...
2025-08-09 12:34:49 | ERROR | src.utils.sheets_logger:_initialize_connection:103 | Failed to connect to Google Sheets: [Errno 2] No such file or directory: 'path/to/your/credentials.json'
2025-08-09 12:34:49 | INFO | src.utils.sheets_logger:__init__:74 | Google Sheets logger initialized successfully
2025-08-09 12:34:49 | INFO | src.automation.trading_engine:_initialize_components:108 | Initializing Telegram bot...
2025-08-09 12:34:49 | SUCCESS | src.utils.telegram_alerts:__init__:51 | Telegram bot initialized successfully
2025-08-09 12:34:50 | SUCCESS | src.automation.trading_engine:_initialize_components:115 | All components initialized successfully
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:__init__:62 | Trading Engine initialized successfully
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:start_automated_trading:485 | Starting automated trading engine...
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:validate_configuration:123 | Validating system configuration...
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:validate_configuration:167 | Configuration validation completed: OK
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:start_automated_trading:495 | Training ML model...
2025-08-09 12:34:50 | INFO | src.ml.predictive_model:load_model:578 | Model loaded from models/trading_model.pkl
2025-08-09 12:34:50 | SUCCESS | src.automation.trading_engine:train_ml_model:182 | ML model loaded from disk
2025-08-09 12:34:50 | INFO | src.automation.trading_engine:_schedule_tasks:578 | Automated tasks scheduled successfully
2025-08-09 12:34:50 | SUCCESS | src.automation.trading_engine:start_automated_trading:514 | Automated trading engine started successfully
2025-08-09 12:35:18 | INFO | src.automation.trading_engine:start_automated_trading:523 | Received shutdown signal
2025-08-09 12:35:18 | INFO | src.automation.trading_engine:stop_automated_trading:610 | Stopping automated trading engine...
2025-08-09 12:35:19 | SUCCESS | src.automation.trading_engine:stop_automated_trading:629 | Automated trading engine stopped successfully
2025-08-09 12:51:29 | SUCCESS | src.automation.trading_engine:_setup_logging:79 | Logging system configured
2025-08-09 12:51:29 | INFO | src.automation.trading_engine:_initialize_components:85 | Initializing data fetcher...
2025-08-09 12:51:29 | INFO | src.data.data_fetcher:__init__:42 | DataFetcher initialized successfully
2025-08-09 12:51:29 | INFO | src.automation.trading_engine:_initialize_components:89 | Initializing trading strategy...
2025-08-09 12:51:29 | INFO | src.strategies.rsi_ma_strategy:__init__:88 | RSI MA Crossover Strategy initialized with $100,000.00 capital
2025-08-09 12:51:29 | INFO | src.automation.trading_engine:_initialize_components:96 | Initializing ML model...
2025-08-09 12:51:29 | INFO | src.ml.predictive_model:__init__:238 | Initialized random_forest model
2025-08-09 12:51:29 | INFO | src.automation.trading_engine:_initialize_components:100 | Initializing Google Sheets logger...
2025-08-09 12:51:31 | SUCCESS | src.utils.sheets_logger:_initialize_connection:100 | Connected to Google Sheets successfully
2025-08-09 12:51:32 | SUCCESS | src.utils.sheets_logger:_setup_worksheets:133 | Created new worksheet: Trade_Log
2025-08-09 12:51:36 | SUCCESS | src.utils.sheets_logger:_setup_worksheets:133 | Created new worksheet: Portfolio_Summary
2025-08-09 12:51:39 | SUCCESS | src.utils.sheets_logger:_setup_worksheets:133 | Created new worksheet: Signal_Log
2025-08-09 12:51:42 | SUCCESS | src.utils.sheets_logger:_setup_worksheets:133 | Created new worksheet: Performance_Metrics
2025-08-09 12:51:44 | INFO | src.utils.sheets_logger:__init__:74 | Google Sheets logger initialized successfully
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:_initialize_components:108 | Initializing Telegram bot...
2025-08-09 12:51:44 | SUCCESS | src.utils.telegram_alerts:__init__:51 | Telegram bot initialized successfully
2025-08-09 12:51:44 | SUCCESS | src.automation.trading_engine:_initialize_components:115 | All components initialized successfully
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:__init__:62 | Trading Engine initialized successfully
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:start_automated_trading:485 | Starting automated trading engine...
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:validate_configuration:123 | Validating system configuration...
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:validate_configuration:167 | Configuration validation completed: OK
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:start_automated_trading:495 | Training ML model...
2025-08-09 12:51:44 | INFO | src.ml.predictive_model:load_model:578 | Model loaded from models/trading_model.pkl
2025-08-09 12:51:44 | SUCCESS | src.automation.trading_engine:train_ml_model:182 | ML model loaded from disk
2025-08-09 12:51:44 | INFO | src.automation.trading_engine:_schedule_tasks:578 | Automated tasks scheduled successfully
2025-08-09 12:51:45 | SUCCESS | src.automation.trading_engine:start_automated_trading:514 | Automated trading engine started successfully
2025-08-09 12:54:07 | INFO | src.automation.trading_engine:start_automated_trading:523 | Received shutdown signal
2025-08-09 12:54:07 | INFO | src.automation.trading_engine:stop_automated_trading:610 | Stopping automated trading engine...
2025-08-09 12:54:08 | SUCCESS | src.automation.trading_engine:stop_automated_trading:629 | Automated trading engine stopped successfully
2025-08-09 12:57:02 | SUCCESS | src.automation.trading_engine:_setup_logging:79 | Logging system configured
2025-08-09 12:57:02 | INFO | src.automation.trading_engine:_initialize_components:85 | Initializing data fetcher...
2025-08-09 12:57:02 | INFO | src.data.data_fetcher:__init__:42 | DataFetcher initialized successfully
2025-08-09 12:57:02 | INFO | src.automation.trading_engine:_initialize_components:89 | Initializing trading strategy...
2025-08-09 12:57:02 | INFO | src.strategies.rsi_ma_strategy:__init__:88 | RSI MA Crossover Strategy initialized with $100,000.00 capital
2025-08-09 12:57:02 | INFO | src.automation.trading_engine:_initialize_components:96 | Initializing ML model...
2025-08-09 12:57:02 | INFO | src.ml.predictive_model:__init__:238 | Initialized random_forest model
2025-08-09 12:57:02 | INFO | src.automation.trading_engine:_initialize_components:100 | Initializing Google Sheets logger...
2025-08-09 12:57:03 | SUCCESS | src.utils.sheets_logger:_initialize_connection:100 | Connected to Google Sheets successfully
2025-08-09 12:57:15 | INFO | src.utils.sheets_logger:__init__:74 | Google Sheets logger initialized successfully
2025-08-09 12:57:15 | INFO | src.automation.trading_engine:_initialize_components:108 | Initializing Telegram bot...
2025-08-09 12:57:15 | SUCCESS | src.utils.telegram_alerts:__init__:51 | Telegram bot initialized successfully
2025-08-09 12:57:15 | SUCCESS | src.automation.trading_engine:_initialize_components:115 | All components initialized successfully
2025-08-09 12:57:15 | INFO | src.automation.trading_engine:__init__:62 | Trading Engine initialized successfully
2025-08-09 12:57:15 | INFO | src.automation.trading_engine:run_single_scan:633 | Running single market scan...
2025-08-09 12:57:16 | INFO | src.automation.trading_engine:scan_and_analyze:233 | Starting market scan and analysis...
2025-08-09 12:57:16 | INFO | src.automation.trading_engine:scan_and_analyze:247 | Fetching market data...
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing RELIANCE.BSE...
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading RELIANCE.BSE daily data from cache
2025-08-09 12:57:16 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed RELIANCE.BSE
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing TCS.BSE...
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading TCS.BSE daily data from cache
2025-08-09 12:57:16 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed TCS.BSE
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:get_multiple_stocks_data:237 | Processing INFY.BSE...
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:_load_from_cache:74 | Loading INFY.BSE daily data from cache
2025-08-09 12:57:16 | SUCCESS | src.data.data_fetcher:get_multiple_stocks_data:243 | Successfully processed INFY.BSE
2025-08-09 12:57:16 | INFO | src.data.data_fetcher:get_multiple_stocks_data:251 | Successfully fetched data for 3 out of 3 stocks
2025-08-09 12:57:16 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:57:18 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for RELIANCE.BSE (Strength: STRONG)
2025-08-09 12:57:18 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:57:19 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for TCS.BSE (Strength: MODERATE)
2025-08-09 12:57:19 | SUCCESS | src.data.technical_indicators:calculate_all_indicators:298 | Successfully calculated all technical indicators
2025-08-09 12:57:20 | INFO | src.automation.trading_engine:scan_and_analyze:298 | Generated SELL signal for INFY.BSE (Strength: STRONG)
2025-08-09 12:57:20 | SUCCESS | src.automation.trading_engine:scan_and_analyze:313 | Market scan completed. Scanned 3 symbols, generated 3 signals
